suicides100kpop,age,sex,HDI for year,gdp_per_capita ($)
53.97,25,0,0.689,1046
26.63,15,0,0.689,1046
24.07,75,1,0.689,1046
17.69,55,1,0.689,1046
11.38,35,1,0.689,1046
7.23,25,1,0.689,1046
4.8,15,1,0.689,1046
1.64,5,0,0.689,1046
0.48,5,1,0.689,1046
85.41,55,0,0.584,1054
78.57,35,0,0.584,1054
75.73,25,0,0.584,1054
39.11,75,0,0.584,1054
33.47,15,0,0.584,1054
22.3,15,1,0.584,1054
17.3,25,1,0.584,1054
16.11,35,1,0.584,1054
11.63,55,1,0.584,1054
1.13,5,1,0.584,1054
0,75,1,0.584,1054
0,5,0,0.584,1054
66.5,25,0,0.573,1057
49.7,35,0,0.573,1057
45.82,15,0,0.573,1057
41.49,75,0,0.573,1057
28.41,55,0,0.573,1057
27.67,15,1,0.573,1057
16.17,75,1,0.573,1057
13.82,25,1,0.573,1057
11.49,55,1,0.573,1057
9.06,35,1,0.573,1057
2.34,5,1,0.573,1057
1.15,5,0,0.573,1057
43.4,75,0,0.522,1068
35.03,25,0,0.522,1068
25.15,15,0,0.522,1068
21.19,15,1,0.522,1068
18.95,35,0,0.522,1068
16.87,55,0,0.522,1068
11.23,25,1,0.522,1068
5.03,35,1,0.522,1068
4.06,55,1,0.522,1068
2.36,75,1,0.522,1068
1.04,5,1,0.522,1068
0.15,5,0,0.522,1068
29.41,25,0,0.559,1070
23.78,75,0,0.559,1070
19.3,55,0,0.559,1070
18.67,15,0,0.559,1070
18.37,35,0,0.559,1070
10.78,55,1,0.559,1070
5.13,15,1,0.559,1070
1.51,25,1,0.559,1070
1.36,35,1,0.559,1070
0,5,1,0.559,1070
0,75,1,0.559,1070
0,5,0,0.559,1070
87.74,75,0,0.699,1077
63.32,55,0,0.699,1077
61.46,35,0,0.699,1077
43.67,25,0,0.699,1077
28.57,15,0,0.699,1077
20.34,15,1,0.699,1077
15.5,75,1,0.699,1077
12.16,25,1,0.699,1077
9.24,55,1,0.699,1077
8.67,35,1,0.699,1077
1.42,5,1,0.699,1077
0.66,5,0,0.699,1077
96.42,75,0,0.689,1081
73.57,55,0,0.689,1081
73,35,0,0.689,1081
48.62,25,0,0.689,1081
27.98,75,1,0.689,1081
23.76,15,0,0.689,1081
16.81,55,1,0.689,1081
10.9,35,1,0.689,1081
6.32,25,1,0.689,1081
4.88,15,1,0.689,1081
1.55,5,0,0.689,1081
0.48,5,1,0.689,1081
72.19,35,0,0.59,1090
59.49,55,0,0.59,1090
57.03,25,0,0.59,1090
48.04,15,0,0.59,1090
19.99,15,1,0.59,1090
19.31,75,0,0.59,1090
14.47,25,1,0.59,1090
7.57,55,1,0.59,1090
7.26,35,1,0.59,1090
4.44,5,1,0.59,1090
2.14,5,0,0.59,1090
0,75,1,0.59,1090
23.85,55,0,0.569,1092
17.45,35,0,0.569,1092
13,25,0,0.569,1092
5.54,15,0,0.569,1092
2.36,5,1,0.569,1092
1.34,15,1,0.569,1092
1.32,35,1,0.569,1092
0,25,1,0.569,1092
0,55,1,0.569,1092
0,75,1,0.569,1092
0,5,0,0.569,1092
0,75,0,0.569,1092
73.38,75,0,0.732,1097
69,55,0,0.732,1097
65.99,35,0,0.732,1097
49.09,25,0,0.732,1097
26.1,15,0,0.732,1097
18.97,75,1,0.732,1097
12.97,55,1,0.732,1097
9.16,35,1,0.732,1097
6.41,25,1,0.732,1097
3.58,15,1,0.732,1097
1.78,5,0,0.732,1097
0.64,5,1,0.732,1097
6.46,75,0,0.638,1109
4.25,55,0,0.638,1109
4.06,25,0,0.638,1109
3.87,15,0,0.638,1109
3.06,35,0,0.638,1109
1.34,15,1,0.638,1109
1.22,55,1,0.638,1109
1.02,35,1,0.638,1109
0.81,25,1,0.638,1109
0.79,75,1,0.638,1109
0.12,5,0,0.638,1109
0.08,5,1,0.638,1109
75.89,35,0,0.598,1116
72.17,25,0,0.598,1116
65.32,55,0,0.598,1116
42.31,15,0,0.598,1116
38.71,75,0,0.598,1116
31.56,15,1,0.598,1116
15.5,75,1,0.598,1116
14.2,35,1,0.598,1116
11.58,25,1,0.598,1116
11.01,55,1,0.598,1116
2.19,5,1,0.598,1116
2.1,5,0,0.598,1116
5.02,75,1,0.659,1122
3.72,35,0,0.659,1122
2.46,25,0,0.659,1122
1.93,55,0,0.659,1122
1.17,15,0,0.659,1122
1.14,55,1,0.659,1122
0.94,35,1,0.659,1122
0.73,5,0,0.659,1122
0.6,25,1,0.659,1122
0.49,15,1,0.659,1122
0.13,5,1,0.659,1122
0,75,0,0.659,1122
6.08,75,0,0.63,1124
3.45,25,0,0.63,1124
3.12,55,0,0.63,1124
2.51,15,0,0.63,1124
2.51,35,0,0.63,1124
1.2,15,1,0.63,1124
0.93,25,1,0.63,1124
0.91,55,1,0.63,1124
0.63,35,1,0.63,1124
0.43,75,1,0.63,1124
0.17,5,0,0.63,1124
0.11,5,1,0.63,1124
11.58,75,0,0.669,1127
9.58,15,0,0.669,1127
9.43,75,1,0.669,1127
7.93,35,0,0.669,1127
7.87,75,0,0.645,1127
7.84,25,0,0.669,1127
7.56,55,0,0.669,1127
6.98,15,0,0.645,1127
6.4,15,1,0.669,1127
5.95,25,0,0.645,1127
5.56,15,1,0.645,1127
4.85,75,1,0.645,1127
4.7,25,1,0.669,1127
3.73,25,1,0.645,1127
3.18,55,1,0.669,1127
3.16,35,0,0.645,1127
2.49,35,1,0.645,1127
1.67,55,0,0.645,1127
1.34,35,1,0.669,1127
0.55,55,1,0.645,1127
0.53,5,0,0.645,1127
0.28,5,1,0.645,1127
0.27,5,1,0.669,1127
0,5,0,0.669,1127
22.81,25,0,0.564,1139
17.94,75,1,0.564,1139
13.79,35,0,0.564,1139
12.18,15,0,0.564,1139
11.71,55,0,0.564,1139
3.04,25,1,0.564,1139
1.18,5,1,0.564,1139
0,15,1,0.564,1139
0,35,1,0.564,1139
0,55,1,0.564,1139
0,5,0,0.564,1139
0,75,0,0.564,1139
57.06,75,0,0.536,1148
25.32,25,0,0.536,1148
19.09,15,0,0.536,1148
18.76,55,0,0.536,1148
18.08,15,1,0.536,1148
17.47,35,0,0.536,1148
7.13,25,1,0.536,1148
3.47,35,1,0.536,1148
2.26,75,1,0.536,1148
1.31,55,1,0.536,1148
1.2,5,1,0.536,1148
0.15,5,0,0.536,1148
6.31,75,0,0.645,1158
4.33,25,0,0.645,1158
4.23,15,0,0.645,1158
3.68,55,0,0.645,1158
3.17,35,0,0.645,1158
2.12,75,1,0.645,1158
1.44,15,1,0.645,1158
1.01,25,1,0.645,1158
0.94,55,1,0.645,1158
0.93,35,1,0.645,1158
0.22,5,0,0.645,1158
0.16,5,1,0.645,1158
7.76,75,0,0.65,1169
5.22,25,0,0.65,1169
4.1,55,0,0.65,1169
4.08,35,0,0.65,1169
3.93,15,0,0.65,1169
2.46,75,1,0.65,1169
2.06,15,1,0.65,1169
1.46,25,1,0.65,1169
1.13,35,1,0.65,1169
0.87,55,1,0.65,1169
0.2,5,0,0.65,1169
0.14,5,1,0.65,1169
78.79,75,0,0.612,1180
74.31,25,0,0.612,1180
57.05,35,0,0.612,1180
55.69,55,0,0.612,1180
39.15,15,0,0.612,1180
27.18,15,1,0.612,1180
18.83,25,1,0.612,1180
16.25,35,1,0.612,1180
15.77,75,1,0.612,1180
10.64,55,1,0.612,1180
4.17,5,0,0.612,1180
2.17,5,1,0.612,1180
37.35,75,0,0.679,1183
31.41,55,0,0.679,1183
28.21,35,0,0.679,1183
19.98,25,0,0.679,1183
12.47,75,1,0.679,1183
11.56,15,0,0.679,1183
8.24,55,1,0.679,1183
6.47,35,1,0.679,1183
4.22,25,1,0.679,1183
3.32,15,1,0.679,1183
0.72,5,0,0.679,1183
0.23,5,1,0.679,1183
9.08,75,0,0.488,1194
7,35,0,0.488,1194
6.35,25,0,0.488,1194
3.46,55,0,0.488,1194
2.58,15,0,0.488,1194
1.59,15,1,0.488,1194
1.21,55,1,0.488,1194
0.99,35,1,0.488,1194
0.97,25,1,0.488,1194
0.29,5,0,0.488,1194
0,5,1,0.488,1194
0,75,1,0.488,1194
6.69,75,0,0.623,1205
5.11,55,0,0.623,1205
4.64,25,0,0.623,1205
4.02,15,0,0.623,1205
3.95,35,0,0.623,1205
2.05,75,1,0.623,1205
1.58,15,1,0.623,1205
1.53,25,1,0.623,1205
1.32,35,1,0.623,1205
0.99,55,1,0.623,1205
0.18,5,0,0.623,1205
0.15,5,1,0.623,1205
112.47,75,0,0.691,1213
41.51,55,0,0.691,1213
38.22,75,1,0.691,1213
29.24,35,0,0.691,1213
15.78,55,1,0.691,1213
15.59,25,0,0.691,1213
13.35,15,0,0.691,1213
8.89,35,1,0.691,1213
6.02,25,1,0.691,1213
4.98,15,1,0.691,1213
1.59,5,0,0.691,1213
0.75,5,1,0.691,1213
22.73,75,1,0.575,1223
21.47,25,0,0.575,1223
20.11,35,0,0.575,1223
19.87,55,0,0.575,1223
19.2,15,0,0.575,1223
16.93,15,1,0.575,1223
8.35,55,1,0.575,1223
6.88,25,1,0.575,1223
6.63,35,1,0.575,1223
0.96,5,0,0.575,1223
0,5,1,0.575,1223
0,75,0,0.575,1223
77.91,55,0,0.671,1225
75.55,35,0,0.671,1225
72.94,75,0,0.671,1225
63.36,25,0,0.671,1225
45.13,15,0,0.671,1225
23.96,75,1,0.671,1225
14.56,55,1,0.671,1225
11.01,25,1,0.671,1225
10.37,35,1,0.671,1225
9.13,15,1,0.671,1225
3.15,5,0,0.671,1225
0.66,5,1,0.671,1225
75.09,25,0,0.618,1235
68.12,55,0,0.618,1235
50.53,35,0,0.618,1235
40.71,75,0,0.618,1235
32.41,15,0,0.618,1235
25.5,15,1,0.618,1235
17.85,25,1,0.618,1235
13.69,35,1,0.618,1235
6.85,55,1,0.618,1235
2.17,5,1,0.618,1235
1.04,5,0,0.618,1235
0,75,1,0.618,1235
32.86,35,0,0.68,1237
31.72,75,0,0.68,1237
30.45,55,0,0.68,1237
21.61,25,0,0.68,1237
12,75,1,0.68,1237
10.05,15,0,0.68,1237
9.17,55,1,0.68,1237
6.65,35,1,0.68,1237
3.47,25,1,0.68,1237
3.02,15,1,0.68,1237
0.95,5,0,0.68,1237
0.12,5,1,0.68,1237
24.89,75,0,0.729,1253
10.1,35,0,0.729,1253
9.8,25,0,0.729,1253
8.5,55,0,0.729,1253
3.72,15,0,0.729,1253
2.14,75,1,0.729,1253
1.6,55,1,0.729,1253
1.27,25,1,0.729,1253
1.26,5,0,0.729,1253
1.16,15,1,0.729,1253
1.1,35,1,0.729,1253
1,5,1,0.729,1253
4.68,75,0,0.633,1262
3.45,55,0,0.633,1262
3.41,25,0,0.633,1262
3.34,15,0,0.633,1262
3.12,35,0,0.633,1262
2.71,75,1,0.633,1262
1.29,15,1,0.633,1262
1.07,25,1,0.633,1262
0.8,55,1,0.633,1262
0.79,35,1,0.633,1262
0.14,5,0,0.633,1262
0.08,5,1,0.633,1262
22,25,0,0.548,1266
18.15,55,0,0.548,1266
17.07,35,0,0.548,1266
14.94,15,1,0.548,1266
14.59,15,0,0.548,1266
14.04,75,0,0.548,1266
8.98,25,1,0.548,1266
4.69,75,1,0.548,1266
3.53,35,1,0.548,1266
0.89,5,1,0.548,1266
0.88,55,1,0.548,1266
0.86,5,0,0.548,1266
95.74,55,0,0.701,1269
85.53,75,0,0.701,1269
85.49,35,0,0.701,1269
79.41,25,0,0.701,1269
37.33,15,0,0.701,1269
20.73,75,1,0.701,1269
14.68,55,1,0.701,1269
11.88,35,1,0.701,1269
9.6,25,1,0.701,1269
6.47,15,1,0.701,1269
2.94,5,0,0.701,1269
0.56,5,1,0.701,1269
114.92,75,0,0.711,1270
41.03,55,0,0.711,1270
38.75,75,1,0.711,1270
33.29,35,0,0.711,1270
16.76,55,1,0.711,1270
16.11,25,0,0.711,1270
15.17,15,0,0.711,1270
7.72,35,1,0.711,1270
5.63,25,1,0.711,1270
4.17,15,1,0.711,1270
1.36,5,1,0.711,1270
1.29,5,0,0.711,1270
22.39,35,0,0.639,1273
21.26,75,0,0.639,1273
20.89,25,0,0.639,1273
18.34,55,0,0.639,1273
13.87,15,0,0.639,1273
8.09,15,1,0.639,1273
7.66,75,1,0.639,1273
4.14,25,1,0.639,1273
3.74,35,1,0.639,1273
3.62,55,1,0.639,1273
1.9,5,0,0.639,1273
0.99,5,1,0.639,1273
21.09,35,0,0.69,1285
15.35,55,0,0.69,1285
13.25,25,0,0.69,1285
12.13,75,0,0.69,1285
11.67,15,0,0.69,1285
6.51,15,1,0.69,1285
5.53,75,1,0.69,1285
3.73,35,1,0.69,1285
3.16,5,0,0.69,1285
2.35,25,1,0.69,1285
2.32,55,1,0.69,1285
1.28,5,1,0.69,1285
125.23,75,0,0.686,1287
44.33,75,1,0.686,1287
41.97,55,0,0.686,1287
28.31,35,0,0.686,1287
19.98,25,0,0.686,1287
16.68,55,1,0.686,1287
15.65,15,0,0.686,1287
7.01,35,1,0.686,1287
4.89,25,1,0.686,1287
4.82,15,1,0.686,1287
1.02,5,0,0.686,1287
0.71,5,1,0.686,1287
10.88,75,0,0.492,1294
7.92,35,0,0.492,1294
4.49,15,0,0.492,1294
4,55,0,0.492,1294
3.8,25,0,0.492,1294
1.93,35,1,0.492,1294
1.86,75,1,0.492,1294
1.26,25,1,0.492,1294
1.23,15,1,0.492,1294
0.88,55,1,0.492,1294
0,5,1,0.492,1294
0,5,0,0.492,1294
114.88,75,0,0.684,1298
34.75,55,0,0.684,1298
29.53,75,1,0.684,1298
24.48,35,0,0.684,1298
18.81,55,1,0.684,1298
18.25,25,0,0.684,1298
12.13,15,0,0.684,1298
5.74,35,1,0.684,1298
3.85,25,1,0.684,1298
3.65,15,1,0.684,1298
1.88,5,0,0.684,1298
0.99,5,1,0.684,1298
89.9,55,0,0.716,1299
88.95,35,0,0.716,1299
70.63,75,0,0.716,1299
69.35,25,0,0.716,1299
39.05,15,0,0.716,1299
21.06,75,1,0.716,1299
14.8,55,1,0.716,1299
10.77,35,1,0.716,1299
7.66,25,1,0.716,1299
7.33,25,0,0.656,1299
5.64,55,0,0.656,1299
5.29,75,1,0.656,1299
4.68,15,1,0.716,1299
4.02,75,0,0.656,1299
2.49,5,0,0.716,1299
2.27,15,1,0.656,1299
2.08,15,0,0.656,1299
1.51,35,1,0.656,1299
1.22,25,1,0.656,1299
1.07,35,0,0.656,1299
0.31,5,1,0.716,1299
0.27,5,0,0.656,1299
0,5,1,0.656,1299
0,55,1,0.656,1299
4.5,75,0,0.625,1312
3.42,25,0,0.625,1312
3.09,55,0,0.625,1312
2.27,15,0,0.625,1312
2.17,35,0,0.625,1312
1.18,15,1,0.625,1312
0.89,25,1,0.625,1312
0.89,75,1,0.625,1312
0.84,35,1,0.625,1312
0.81,55,1,0.625,1312
0.11,5,0,0.625,1312
0.07,5,1,0.625,1312
7.37,15,0,0.662,1315
6.4,25,0,0.662,1315
5.98,35,0,0.662,1315
5.8,15,1,0.662,1315
4.76,75,0,0.662,1315
4.28,55,0,0.662,1315
2.88,25,1,0.662,1315
2.82,55,1,0.662,1315
1.95,35,1,0.662,1315
1.06,5,1,0.662,1315
0.15,5,0,0.662,1315
0,75,1,0.662,1315
84.72,35,0,0.679,1328
83.87,55,0,0.679,1328
75.24,25,0,0.679,1328
60.28,75,0,0.679,1328
45.58,15,0,0.679,1328
22.01,75,1,0.679,1328
14.63,55,1,0.679,1328
12.29,15,1,0.679,1328
11.94,35,1,0.679,1328
11.19,25,1,0.679,1328
3.09,5,0,0.679,1328
1.21,5,1,0.679,1328
96.06,55,0,0.683,1335
95.02,35,0,0.683,1335
80.5,75,0,0.683,1335
73.73,25,0,0.683,1335
38.91,15,0,0.683,1335
20.21,75,1,0.683,1335
15.29,55,1,0.683,1335
11.36,35,1,0.683,1335
7.78,25,1,0.683,1335
4.77,15,1,0.683,1335
2.79,5,0,0.683,1335
0.88,5,1,0.683,1335
26.04,25,0,0.645,1339
23.49,55,0,0.645,1339
23.09,35,0,0.645,1339
15.89,75,0,0.655,1339
15.59,75,0,0.645,1339
15,75,1,0.645,1339
12.52,15,0,0.645,1339
7.82,35,0,0.655,1339
7.34,55,0,0.655,1339
7.01,15,1,0.645,1339
6.66,15,0,0.655,1339
5.55,35,1,0.645,1339
5.46,15,1,0.655,1339
5.09,25,1,0.645,1339
4,25,0,0.655,1339
3.87,55,1,0.645,1339
2.82,5,0,0.645,1339
1.16,5,0,0.655,1339
1.02,25,1,0.655,1339
0.95,35,1,0.655,1339
0.6,5,1,0.655,1339
0.59,5,1,0.645,1339
0.45,55,1,0.655,1339
0,75,1,0.655,1339
10.39,75,0,0.596,1346
7.56,55,0,0.596,1346
6.17,15,0,0.596,1346
6.09,25,0,0.596,1346
5.23,35,0,0.596,1346
2.71,15,1,0.596,1346
1.41,25,1,0.596,1346
1.28,35,1,0.596,1346
1.07,55,1,0.596,1346
1.05,75,1,0.596,1346
0.29,5,0,0.596,1346
0.18,5,1,0.596,1346
7.84,15,0,0.619,1348
7.73,55,0,0.619,1348
7.34,25,0,0.619,1348
6.64,75,0,0.619,1348
5.73,35,0,0.619,1348
2.85,15,1,0.619,1348
1.8,25,1,0.619,1348
1.1,35,1,0.619,1348
1,75,1,0.619,1348
0.75,55,1,0.619,1348
0.57,5,0,0.619,1348
0.22,5,1,0.619,1348
91.94,75,0,0.703,1349
64.35,35,0,0.703,1349
63.15,55,0,0.703,1349
45.53,25,0,0.703,1349
27.02,75,1,0.703,1349
21.67,15,0,0.703,1349
14.83,55,1,0.703,1349
11.06,35,1,0.703,1349
6.08,25,1,0.703,1349
4.26,15,1,0.703,1349
1.68,5,0,0.703,1349
0.54,5,1,0.703,1349
29.98,75,0,0.689,1351
25.64,55,0,0.689,1351
22.28,35,0,0.689,1351
15.03,25,0,0.689,1351
11.61,75,1,0.689,1351
8.18,55,1,0.689,1351
7.49,15,0,0.689,1351
5.48,35,1,0.689,1351
4.1,25,1,0.689,1351
2.67,15,1,0.689,1351
0.81,5,0,0.689,1351
0.11,5,1,0.689,1351
90.15,75,0,0.689,1354
42.59,75,1,0.689,1354
39.89,55,0,0.689,1354
27.43,35,0,0.689,1354
20.92,25,0,0.689,1354
19.53,55,1,0.689,1354
15.44,15,0,0.689,1354
8.25,25,1,0.689,1354
6.24,35,1,0.689,1354
5.64,15,1,0.689,1354
1.73,5,0,0.689,1354
0.55,5,1,0.689,1354
87.96,75,0,0.664,1359
85.72,55,0,0.664,1359
85.01,35,0,0.664,1359
67.62,25,0,0.664,1359
42.73,15,0,0.664,1359
32.14,75,1,0.664,1359
17.25,55,1,0.664,1359
11.36,35,1,0.664,1359
10.26,15,1,0.664,1359
10.22,25,1,0.664,1359
3.51,5,0,0.664,1359
0.89,5,1,0.664,1359
6.77,25,0,0.497,1381
6.3,75,0,0.497,1381
6.13,35,0,0.497,1381
4.23,55,0,0.497,1381
3.24,15,0,0.497,1381
1.15,55,1,0.497,1381
1,15,1,0.497,1381
0.94,35,1,0.497,1381
0.77,25,1,0.497,1381
0.35,5,0,0.497,1381
0.29,5,1,0.497,1381
0,75,1,0.497,1381
17.02,75,0,0.573,1393
11.13,55,0,0.573,1393
8.31,25,0,0.573,1393
8.02,15,0,0.573,1393
7.67,35,0,0.573,1393
3.73,15,1,0.573,1393
1.98,25,1,0.573,1393
1.72,75,1,0.573,1393
1.29,35,1,0.573,1393
1.04,55,1,0.573,1393
0.35,5,0,0.573,1393
0.3,5,1,0.573,1393
104.1,75,0,0.657,1395
70.16,55,0,0.657,1395
66.92,35,0,0.657,1395
54.75,25,0,0.657,1395
36.06,15,0,0.657,1395
31.6,75,1,0.657,1395
16.48,55,1,0.657,1395
11.18,15,1,0.657,1395
10.07,35,1,0.657,1395
9.64,25,1,0.657,1395
2.8,5,0,0.657,1395
0.92,5,1,0.657,1395
40.6,75,0,0.682,1406
34.57,35,0,0.682,1406
30.02,55,0,0.682,1406
21.06,25,0,0.682,1406
11.46,15,0,0.682,1406
10.83,75,1,0.682,1406
9.16,55,1,0.682,1406
6.51,35,1,0.682,1406
4.02,25,1,0.682,1406
3.06,15,1,0.682,1406
1.19,5,0,0.682,1406
0.3,5,1,0.682,1406
98.77,75,0,0.706,1411
41.21,55,0,0.706,1411
37.85,75,1,0.706,1411
26.62,35,0,0.706,1411
19.9,55,1,0.706,1411
15.35,25,0,0.706,1411
14.08,15,0,0.706,1411
8.82,35,1,0.706,1411
5.63,25,1,0.706,1411
4.85,15,1,0.706,1411
1.89,5,0,0.706,1411
1.39,5,1,0.706,1411
99.44,55,0,0.721,1412
98.52,35,0,0.721,1412
86.08,75,0,0.721,1412
80.83,25,0,0.721,1412
54.48,15,0,0.721,1412
32.61,75,1,0.721,1412
18.67,55,1,0.721,1412
14,35,1,0.721,1412
10.83,25,1,0.721,1412
9.86,15,1,0.721,1412
3.83,5,0,0.721,1412
0.98,5,1,0.721,1412
24.47,25,0,0.558,1423
19.93,75,0,0.558,1423
19.02,15,0,0.558,1423
13.45,15,1,0.558,1423
11.35,55,0,0.558,1423
10.1,35,0,0.558,1423
8.81,75,1,0.558,1423
7.4,25,1,0.558,1423
4.06,35,1,0.558,1423
2.58,55,1,0.558,1423
1.94,5,1,0.558,1423
0.58,5,0,0.558,1423
66.49,75,0,0.74,1432
63.92,35,0,0.74,1432
59.36,55,0,0.74,1432
44.55,25,0,0.74,1432
24.77,15,0,0.74,1432
18.1,75,1,0.74,1432
10.68,55,1,0.74,1432
8.08,35,1,0.74,1432
5.45,25,1,0.74,1432
2.98,15,1,0.74,1432
2.19,5,0,0.74,1432
0.48,5,1,0.74,1432
95.9,35,0,0.679,1444
86.8,55,0,0.679,1444
70.3,75,0,0.679,1444
63.86,25,0,0.679,1444
28.58,15,0,0.679,1444
16.14,55,1,0.679,1444
16.09,75,1,0.679,1444
13.31,35,1,0.679,1444
6.69,25,1,0.679,1444
4.52,15,1,0.679,1444
1.45,5,0,0.679,1444
0.37,5,1,0.679,1444
10.65,25,0,0.684,1451
8.98,35,0,0.684,1451
5.59,55,0,0.684,1451
4.23,75,1,0.684,1451
3.91,15,0,0.684,1451
3.32,15,1,0.684,1451
3.24,35,1,0.684,1451
3.22,75,0,0.684,1451
3.16,55,1,0.684,1451
1.87,5,0,0.684,1451
1.8,25,1,0.684,1451
0.65,5,1,0.684,1451
92.95,35,0,0.659,1452
87.35,55,0,0.659,1452
79.6,75,0,0.659,1452
70.7,25,0,0.659,1452
45.17,15,0,0.659,1452
21.45,75,1,0.659,1452
17.99,55,1,0.659,1452
12,35,1,0.659,1452
11.44,15,1,0.659,1452
10.19,25,1,0.659,1452
3.39,5,0,0.659,1452
0.61,5,1,0.659,1452
101.95,55,0,0.692,1458
99.99,35,0,0.692,1458
76.62,75,0,0.692,1458
68.69,25,0,0.692,1458
32.91,15,0,0.692,1458
19.34,75,1,0.692,1458
15.43,55,1,0.692,1458
13.28,35,1,0.692,1458
10.32,25,1,0.692,1458
6.72,15,1,0.692,1458
0.99,5,0,0.692,1458
0.26,5,1,0.692,1458
20.35,35,0,0.652,1463
18.15,55,0,0.652,1463
17.63,25,0,0.652,1463
12.86,15,0,0.652,1463
12.67,75,0,0.652,1463
6.61,15,1,0.652,1463
5.84,75,1,0.652,1463
4.02,25,1,0.652,1463
3.89,5,0,0.652,1463
2.95,55,1,0.652,1463
2.75,35,1,0.652,1463
2.12,5,1,0.652,1463
23.12,35,0,0.655,1465
18.78,25,0,0.655,1465
16.3,55,0,0.655,1465
14.76,75,0,0.655,1465
10.76,15,0,0.655,1465
5.65,75,1,0.655,1465
5.28,15,1,0.655,1465
4.48,25,1,0.655,1465
4.38,35,1,0.655,1465
3.86,55,1,0.655,1465
2.91,5,0,0.655,1465
1.51,5,1,0.655,1465
107.15,35,0,0.686,1524
106.18,55,0,0.686,1524
76.23,75,0,0.686,1524
71.7,25,0,0.686,1524
30.12,15,0,0.686,1524
18.85,75,1,0.686,1524
17.46,55,1,0.686,1524
12.28,35,1,0.686,1524
7.95,25,1,0.686,1524
5.83,15,1,0.686,1524
1.58,5,0,0.686,1524
0.38,5,1,0.686,1524
83.39,75,0,0.715,1525
62.21,35,0,0.715,1525
57.67,55,0,0.715,1525
42.17,25,0,0.715,1525
19.96,75,1,0.715,1525
17.17,15,0,0.715,1525
14.98,55,1,0.715,1525
11.48,35,1,0.715,1525
5.99,25,1,0.715,1525
5.35,15,1,0.715,1525
1.77,5,0,0.715,1525
0.35,5,1,0.715,1525
74.25,75,0,0.663,1527
65.65,55,0,0.663,1527
62.76,35,0,0.663,1527
55.32,25,0,0.663,1527
38.92,15,0,0.663,1527
22.39,75,1,0.663,1527
19.52,55,1,0.663,1527
12.29,15,1,0.663,1527
11.35,35,1,0.663,1527
8.6,25,1,0.663,1527
4.28,5,0,0.663,1527
1.16,5,1,0.705,1527
11.81,35,0,0.655,1533
9.89,25,0,0.655,1533
9.84,55,0,0.655,1533
7.67,15,0,0.655,1533
6.71,15,1,0.655,1533
4.59,75,0,0.655,1533
3.89,25,1,0.655,1533
3.02,35,1,0.655,1533
1.74,5,0,0.655,1533
1.55,75,1,0.655,1533
1.38,55,1,0.655,1533
1.14,5,1,0.655,1533
6.1,75,0,0.501,1538
4.97,25,0,0.501,1538
4.69,35,0,0.501,1538
4.13,15,0,0.501,1538
2.97,55,0,0.501,1538
1.06,15,1,0.501,1538
0.84,55,1,0.501,1538
0.6,25,1,0.501,1538
0.34,5,0,0.501,1538
0.13,35,1,0.501,1538
0.07,5,1,0.501,1538
0,75,1,0.501,1538
89.98,55,0,0.663,1540
89.29,35,0,0.663,1540
66.52,25,0,0.663,1540
63.78,75,0,0.663,1540
46.46,15,0,0.663,1540
23.82,75,1,0.663,1540
14.22,55,1,0.663,1540
12.6,15,1,0.663,1540
11.54,35,1,0.663,1540
11.37,25,1,0.663,1540
3.17,5,0,0.663,1540
0.99,5,1,0.663,1540
88.38,35,0,0.721,1541
84.32,55,0,0.721,1541
74.77,25,0,0.721,1541
64.3,75,0,0.721,1541
36.33,15,0,0.721,1541
19.18,75,1,0.721,1541
13.84,55,1,0.721,1541
12.45,35,1,0.721,1541
9.4,25,1,0.721,1541
4.1,15,1,0.721,1541
3.11,5,0,0.721,1541
0.82,5,1,0.721,1541
6.78,75,0,0.711,1552
5.13,35,0,0.711,1552
4.52,55,0,0.711,1552
4.26,25,0,0.711,1552
2.19,25,1,0.711,1552
1.4,15,0,0.711,1552
1.36,75,1,0.711,1552
0.91,55,1,0.711,1552
0.85,15,1,0.711,1552
0.65,5,0,0.711,1552
0.31,35,1,0.711,1552
0,5,1,0.711,1552
101.2,55,0,0.697,1570
97.01,35,0,0.697,1570
78.85,75,0,0.697,1570
73.11,25,0,0.697,1570
37.63,15,0,0.697,1570
24.65,75,1,0.697,1570
15.53,55,1,0.697,1570
13.2,35,1,0.697,1570
7.12,25,1,0.697,1570
5.16,15,1,0.697,1570
1.52,5,0,0.697,1570
0.66,5,1,0.697,1570
12.9,75,0,0.689,1573
11.15,25,0,0.689,1573
9.16,35,0,0.689,1573
6.56,55,0,0.689,1573
5.7,15,0,0.689,1573
5.07,15,1,0.689,1573
4,35,1,0.689,1573
3.13,25,1,0.689,1573
2.11,75,1,0.689,1573
2.09,55,1,0.689,1573
0.33,5,1,0.689,1573
0.31,5,0,0.689,1573
93.81,75,0,0.714,1580
54.63,55,0,0.714,1580
50.54,35,0,0.714,1580
37.17,25,0,0.714,1580
24.92,15,0,0.714,1580
19.6,15,1,0.714,1580
18.44,75,1,0.714,1580
12.17,25,1,0.714,1580
8.25,55,1,0.714,1580
7.61,35,1,0.714,1580
0.91,5,0,0.714,1580
0.68,5,1,0.714,1580
15.26,75,0,0.69,1598
8.84,15,0,0.69,1598
8.83,55,0,0.69,1598
8.28,25,0,0.69,1598
